domain
"canadapost0.ca	"
"secure-rbc-app.com	"
"secure-amazonapp.com	"
"netcodes-comm.com	"
"my-comminfo.com	"
"comm-userservices.com	"
"emt0172.click	"
"rbc-canada-security-onlinealert.com	"
"netflixtv-details.com	"
"royal1b-secured.com	"
"hydrqc-ret8700.com	"
"canadapost-delivery-reschedule-8.com	"
"rbcbankroyals.com	"
"canadapost-delivery-reschedule-4741762.com	"
"et-info.website	"
"direct-fmp.com	"
"walletsecurity.ddns.net	"
"canadapost-delivery-reschedule-000999.com	"
"boa-secupdate.com	"
"ca-confidential011.ca	"
"emt4799.click	"
"cacadapost-reschedule.com	"
"trsttocancel05.com	"
"canada-post01a.com	"
"lntearc-vrfy.com	"
"et-govcanadarebate.com	"
"canada-post02a.com	"
"post-canada021.com	"
"activate-appie.com	"
"anpostparcels-ie.com	"
"canadapost.link	"
"www.utilret.ca	"
"hs.bc-group-personal.com	"
"rogers-interrac.com	"
"secure-sco.com	"
"comm-user.com	"
"rogerscompensation.org	"
"sun.corp-personal.com	"
"suncorp.direct-acc.com	"
"direct-kv.com	"
"rbcverifypolicy-ca.com	"
"appleau-userchecks.com	"
"notice-details.info	"
"carev2024.com	"
"comm-info.net	"
"canadapost01.ca	"
"eeemt--dep0sit--transs.online	"
"secure-amz-update.com	"
"my-ird-tax.line.pm	"
"rbc-canada-security-onlineverify.com	"
"reschedule-package-canpost.com	"
"emt4800.click	"
"meridiancu.org	"
"rbconline-secureaccess.com	"
"allaboutevri.info	"
"rogers-interac-secure.ca	"
"direct-ffa.com	"
"delivery-canadapost.ca	"
"rogers-securedeposit.com	"
"canadapost-delivery-reschedule-921248.com	"
"interacemt02a.com	"
"postecansupport.com	"
"canadapost-delivery-reschedule-243351.com	"
"refund-mybell.me	"
"canadapost-delivery-reschedule-0000111.com	"
"canadapost-rescheduling.ca	"
"etrasnfer1.ink	"
"scheduledeliverypost-can.com	"
"it-interac.co	"
"bmo.clientsoverview-app.com	"
"royalcadsecure.com	"
"onlinebmo-protection.com	"
"royal-secureconfidential.com	"
"postcaninfo-review.com	"
"secure-scotiaonline.com	"
"mybell-refund.me	"
"secure-login-royalbank.com	"
"canadapost01a.com	"
"bmo.acces-app.com	"
"bmo.secure2-id.com	"
"anpost-postal-charge.com	"
"xpresscanpostal.online	"
"prime-membercanada.com	"
"resolve-mybell.me	"
"adjustment-inv.info	"
"emt8003.click	"
